Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2021,OREGON,"COD, PACIFIC",15,0,,Public,Recreational,,164711,MRIP
2021,OREGON,"POLLOCK, WALLEYE ",220,0,,Public,Commercial,Gadus chalcogrammus,934083,PACFIN
2021,CONNECTICUT,"CRAB, BLUE",803,0,1024,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,OREGON,"COD, PACIFIC",2205,1,781,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2021,OREGON,"SALMON, SOCKEYE",2866,1,8557,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2021,VIRGINIA,"LOBSTER, AMERICAN",3099,1,20650,Public,Commercial,Homarus americanus,97314,ACCSP
2021,WASHINGTON,"COD, PACIFIC",3305,1,,Public,Recreational,,164711,MRIP
2021,CALIFORNIA,"HALIBUT, PACIFIC",3748,2,24106,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2021,DELAWARE,"LOBSTER, AMERICAN",6193,3,49129,Public,Commercial,Homarus americanus,97314,ACCSP
2021,NEW HAMPSHIRE,"SCALLOP, SEA",11345,5,192139,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,MARYLAND,"LOBSTER, AMERICAN",12827,6,110929,Public,Commercial,Homarus americanus,97314,ACCSP
2021,NORTH CAROLINA,"SCALLOP, SEA",22980,10,373885,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,TEXAS,MENHADENS **,29813,14,69488,Public,Commercial,Brevoortia ,161731,GULFFIN
2021,FLORIDA-EAST,"OYSTER, EASTERN",35207,16,213712,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,WASHINGTON,"SALMON, SOCKEYE",50045,23,124873,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2021,NEW YORK,"SCALLOP, SEA",64704,29,823018,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,MARYLAND,"SCALLOP, SEA",69968,32,1052176,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,WASHINGTON,"COD, PACIFIC",76941,35,41908,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2021,NEW YORK,"LOBSTER, AMERICAN",109117,49,885893,Public,Commercial,Homarus americanus,97314,ACCSP
2021,DELAWARE,"OYSTER, EASTERN",125440,57,738445,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,RHODE ISLAND,"OYSTER, EASTERN",135402,61,5834896,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,CONNECTICUT,"LOBSTER, AMERICAN",148758,67,1100438,Public,Commercial,Homarus americanus,97314,ACCSP
2021,CONNECTICUT,MENHADENS **,179177,81,127804,Public,Commercial,Brevoortia ,161731,ACCSP
2021,MAINE,"OYSTER, EASTERN",209493,95,9436204,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,OREGON,"HALIBUT, PACIFIC",254634,116,1579090,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2021,SOUTH CAROLINA,"OYSTER, EASTERN",275961,125,3328434,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,FLORIDA-WEST,"OYSTER, EASTERN",290329,132,1599885,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,NEW JERSEY,"LOBSTER, AMERICAN",290982,132,2299760,Public,Commercial,Homarus americanus,97314,ACCSP
2021,NEW YORK,"CRAB, BLUE",328349,149,552788,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,NORTH CAROLINA,"OYSTER, EASTERN",336634,153,6935619,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,NEW YORK,"OYSTER, EASTERN",339001,154,1784218,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,GEORGIA,"SHRIMP, NORTHERN BROWN",343275,156,1166865,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2021,ALABAMA,"OYSTER, EASTERN",344914,156,5237983,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2021,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",368330,167,778367,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2021,CONNECTICUT,"SCALLOP, SEA",411752,187,5909338,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,NORTH CAROLINA,MENHADENS **,430623,195,116007,Public,Commercial,Brevoortia ,161731,ACCSP
2021,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",445814,202,1291408,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2021,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",513819,233,1166155,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,VIRGINIA,"SHRIMP, NORTHERN WHITE",585271,265,1061020,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,MASSACHUSETTS,"OYSTER, EASTERN",626642,284,30727628,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,ALABAMA,MENHADENS **,634816,288,137727,Public,Commercial,Brevoortia ,161731,GULFFIN
2021,MAINE,"SCALLOP, SEA",686085,311,10969875,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,WASHINGTON,"HALIBUT, PACIFIC",768751,349,2994267,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2021,ALABAMA,"CRAB, BLUE",854539,388,1142503,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2021,MISSISSIPPI,"CRAB, BLUE",860675,390,1635213,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2021,RHODE ISLAND,"LOBSTER, AMERICAN",1351415,613,10701240,Public,Commercial,Homarus americanus,97314,ACCSP
2021,MARYLAND,"OYSTER, EASTERN",1391248,631,15403761,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",1603462,727,3806959,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2021,VIRGINIA,"SCALLOP, SEA",1907893,865,29556668,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,RHODE ISLAND,"SCALLOP, SEA",1981694,899,28787202,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",2054735,932,3489563,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2021,FLORIDA-EAST,"CRAB, BLUE",2214512,1004,5517445,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",2225194,1009,4376146,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2021,GEORGIA,"CRAB, BLUE",2435990,1105,5116998,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,SOUTH CAROLINA,"CRAB, BLUE",2603800,1181,6059712,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",2689222,1220,8720231,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",3175431,1440,7905717,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2021,TEXAS,"CRAB, BLUE",3348328,1519,5156047,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2021,NEW YORK,MENHADENS **,3424785,1553,1084078,Public,Commercial,Brevoortia ,161731,ACCSP
2021,FLORIDA-WEST,"CRAB, BLUE",3456761,1568,7614128,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,RHODE ISLAND,MENHADENS **,3575154,1622,554411,Public,Commercial,Brevoortia ,161731,ACCSP
2021,VIRGINIA,"OYSTER, EASTERN",3633272,1648,30250151,Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",3872985,1757,11954373,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,MARYLAND,MENHADENS **,4020789,1824,644003,Public,Commercial,Brevoortia ,161731,ACCSP
2021,DELAWARE,"CRAB, BLUE",4435352,2012,12099390,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,NEW JERSEY,"SCALLOP, SEA",4479238,2032,79107384,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,NEW JERSEY,"CRAB, BLUE",4500815,2042,10251564,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,NEW HAMPSHIRE,MENHADENS **,4807900,2181,1697400,Public,Commercial,Brevoortia ,161731,ACCSP
2021,GEORGIA,"SHRIMP, NORTHERN WHITE",5018378,2276,12014318,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,TEXAS,"OYSTER, EASTERN",5653035,2564,31213009,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2021,NEW HAMPSHIRE,"LOBSTER, AMERICAN",5712122,2591,44187086,Public,Commercial,Homarus americanus,97314,ACCSP
2021,LOUISIANA,"OYSTER, EASTERN",6715163,3046,53053819,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2021,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",7085137,3214,21093032,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,ALASKA,"CRAB, DUNGENESS",9039762,4100,37986127,Public,Commercial,Cancer magister,98675,AKFIN
2021,MASSACHUSETTS,MENHADENS **,9916257,4498,8497674,Public,Commercial,Brevoortia ,161731,ACCSP
2021,ALABAMA,"SHRIMP, NORTHERN BROWN",10404482,4719,27740383,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2021,CALIFORNIA,"CRAB, DUNGENESS",10420136,4727,53031144,Public,Commercial,Cancer magister,98675,PACFIN
2021,ALABAMA,"SHRIMP, NORTHERN WHITE",10928387,4957,34516515,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2021,NORTH CAROLINA,"CRAB, BLUE",12819824,5815,23952495,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,MARYLAND,"CRAB, BLUE",13849299,6282,35699237,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,LOUISIANA,"SHRIMP, NORTHERN BROWN",15074417,6838,19965260,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2021,MASSACHUSETTS,"LOBSTER, AMERICAN",16826704,7633,125464751,Public,Commercial,Homarus americanus,97314,ACCSP
2021,VIRGINIA,"CRAB, BLUE",17284345,7840,33518754,Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,ALASKA,"HALIBUT, PACIFIC",23927056,10853,115137715,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2021,OREGON,"CRAB, DUNGENESS",24301306,11023,120008449,Public,Commercial,Cancer magister,98675,PACFIN
2021,TEXAS,"SHRIMP, NORTHERN WHITE",25157414,11411,74764969,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2021,WASHINGTON,"CRAB, DUNGENESS",25504587,11569,121206271,Public,Commercial,Cancer magister,98675,PACFIN
2021,MASSACHUSETTS,"SCALLOP, SEA",33665442,15271,515015384,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,MAINE,MENHADENS **,36890619,16733,57260387,Public,Commercial,Brevoortia ,161731,ACCSP
2021,TEXAS,"SHRIMP, NORTHERN BROWN",38170698,17314,102611794,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2021,LOUISIANA,"CRAB, BLUE",49010745,22231,92291853,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2021,LOUISIANA,"SHRIMP, NORTHERN WHITE",58501845,26536,110399589,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2021,NEW JERSEY,MENHADENS **,80408245,36473,74793943,Public,Commercial,Brevoortia ,161731,ACCSP
2021,MAINE,"LOBSTER, AMERICAN",110585121,50161,742218475,Public,Commercial,Homarus americanus,97314,ACCSP
2021,MISSISSIPPI,MENHADENS **,205452947,93193,21054177,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2021,ALASKA,"SALMON, SOCKEYE",271451933,123130,472159207,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2021,VIRGINIA,MENHADENS **,301349508,136691,46646123,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2021,ALASKA,"COD, PACIFIC",330404171,149870,116766003,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2021,LOUISIANA,MENHADENS **,589365474,267334,60396334,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2021,ALASKA,"POLLOCK, WALLEYE ",3227032862,1463773,371442955,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2021,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2021,DELAWARE,"SCALLOP, SEA",,,,Confidential,Commercial,Placopecten magellanicus,79718,ACCSP
2021,GEORGIA,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,ACCSP
2021,NEW YORK,"SHRIMP, NORTHERN WHITE",,,,Confidential,Commercial,Litopenaeus setiferus,551680,ACCSP
2021,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2021,WASHINGTON,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,PACFIN
2021,WASHINGTON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2021,WASHINGTON,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2020,CONNECTICUT,"CRAB, BLUE",369,0,1222,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,OREGON,"COD, PACIFIC",401,0,,Public,Recreational,,164711,MRIP
2020,WASHINGTON,"COD, PACIFIC",1691,1,,Public,Recreational,,164711,MRIP
2020,OREGON,"COD, PACIFIC",6173,3,2637,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2020,GEORGIA,"OYSTER, EASTERN",6574,3,103281,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,OREGON,"SALMON, SOCKEYE",7055,3,22450,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2020,NEW HAMPSHIRE,"SCALLOP, SEA",7369,3,87325,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,CALIFORNIA,"HALIBUT, PACIFIC",7937,4,46203,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2020,MARYLAND,"LOBSTER, AMERICAN",10176,5,81467,Public,Commercial,Homarus americanus,97314,ACCSP
2020,DELAWARE,"LOBSTER, AMERICAN",11098,5,85450,Public,Commercial,Homarus americanus,97314,ACCSP
2020,OREGON,"POLLOCK, WALLEYE ",11464,5,,Public,Commercial,Gadus chalcogrammus,934083,PACFIN
2020,TEXAS,MENHADENS **,15820,7,28609,Public,Commercial,Brevoortia ,161731,GULFFIN
2020,WASHINGTON,"SALMON, SOCKEYE",21605,10,68558,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2020,FLORIDA-EAST,"OYSTER, EASTERN",40576,18,238850,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,RHODE ISLAND,"OYSTER, EASTERN",81461,37,3004871,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,DELAWARE,"OYSTER, EASTERN",81893,37,469233,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,GEORGIA,"SHRIMP, NORTHERN BROWN",89028,40,136126,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2020,NEW YORK,"LOBSTER, AMERICAN",111678,51,641455,Public,Commercial,Homarus americanus,97314,ACCSP
2020,NEW YORK,"SCALLOP, SEA",128215,58,1277198,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,CONNECTICUT,"LOBSTER, AMERICAN",159173,72,826413,Public,Commercial,Homarus americanus,97314,ACCSP
2020,WASHINGTON,"COD, PACIFIC",179236,81,94776,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2020,MARYLAND,"SCALLOP, SEA",185654,84,1710241,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,NORTH CAROLINA,"SCALLOP, SEA",187324,85,1843268,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,ALABAMA,"OYSTER, EASTERN",195656,89,2425587,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2020,RHODE ISLAND,MENHADENS **,198487,90,30896,Public,Commercial,Brevoortia ,161731,ACCSP
2020,CONNECTICUT,MENHADENS **,217110,98,103754,Public,Commercial,Brevoortia ,161731,ACCSP
2020,MAINE,"OYSTER, EASTERN",224884,102,4787567,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",243927,111,566148,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2020,NORTH CAROLINA,"OYSTER, EASTERN",247402,112,4562720,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,OREGON,"HALIBUT, PACIFIC",254854,116,1185810,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2020,NEW YORK,"CRAB, BLUE",271183,123,415035,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,SOUTH CAROLINA,"OYSTER, EASTERN",297367,135,3076802,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,NEW YORK,"OYSTER, EASTERN",300632,136,3197868,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,NEW JERSEY,"LOBSTER, AMERICAN",309197,140,1607447,Public,Commercial,Homarus americanus,97314,ACCSP
2020,ALABAMA,MENHADENS **,331935,151,68624,Public,Commercial,Brevoortia ,161731,GULFFIN
2020,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",352546,160,898079,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,FLORIDA-WEST,"OYSTER, EASTERN",362604,164,2227995,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,MASSACHUSETTS,"OYSTER, EASTERN",397504,180,18876240,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,VIRGINIA,"SHRIMP, NORTHERN WHITE",447016,203,715010,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",505171,229,794895,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2020,NORTH CAROLINA,MENHADENS **,599742,272,123443,Public,Commercial,Brevoortia ,161731,ACCSP
2020,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",677471,307,1524456,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2020,WASHINGTON,"HALIBUT, PACIFIC",694676,315,2021868,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2020,MAINE,"SCALLOP, SEA",772653,350,8003357,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,MISSISSIPPI,"CRAB, BLUE",910077,413,1340474,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2020,ALABAMA,"CRAB, BLUE",915385,415,901427,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2020,MARYLAND,"OYSTER, EASTERN",937033,425,10150085,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,RHODE ISLAND,"SCALLOP, SEA",1272761,577,11338643,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,CONNECTICUT,"SCALLOP, SEA",1350628,613,13818465,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,RHODE ISLAND,"LOBSTER, AMERICAN",1695279,769,9535694,Public,Commercial,Homarus americanus,97314,ACCSP
2020,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",1863606,845,3340491,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSP
2020,FLORIDA-EAST,"CRAB, BLUE",2311417,1048,4931685,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",2362366,1072,3657543,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2020,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",2779388,1261,8420508,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,VIRGINIA,"OYSTER, EASTERN",2980267,1352,37833998,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,TEXAS,"CRAB, BLUE",3411391,1547,5028155,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2020,SOUTH CAROLINA,"CRAB, BLUE",3421731,1552,5641831,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,MARYLAND,MENHADENS **,3492261,1584,966247,Public,Commercial,Brevoortia ,161731,ACCSP
2020,LOUISIANA,"OYSTER, EASTERN",3598821,1632,26966884,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2020,VIRGINIA,"SCALLOP, SEA",3706678,1681,37131617,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,GEORGIA,"CRAB, BLUE",3895018,1767,6254251,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,DELAWARE,"CRAB, BLUE",4107608,1863,7804942,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,NEW YORK,MENHADENS **,4400250,1996,852049,Public,Commercial,Brevoortia ,161731,ACCSP
2020,FLORIDA-WEST,"CRAB, BLUE",4441353,2015,8175054,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",4469449,2027,9354794,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2020,GEORGIA,"SHRIMP, NORTHERN WHITE",4771159,2164,12614334,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,NEW HAMPSHIRE,"LOBSTER, AMERICAN",5014169,2274,26550751,Public,Commercial,Homarus americanus,97314,ACCSP
2020,TEXAS,"OYSTER, EASTERN",5331393,2418,30626258,Public,Commercial,Crassostrea virginica,79872,GULFFIN
2020,NEW JERSEY,"CRAB, BLUE",5479402,2485,9550455,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",6137409,2784,14876032,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",7837441,3555,18915740,Public,Commercial,Litopenaeus setiferus,551680,ACCSP
2020,CALIFORNIA,"CRAB, DUNGENESS",8384611,3803,30160090,Public,Commercial,Cancer magister,98675,PACFIN
2020,MASSACHUSETTS,MENHADENS **,8821142,4001,8070612,Public,Commercial,Brevoortia ,161731,ACCSP
2020,NEW JERSEY,"SCALLOP, SEA",9669343,4386,97624101,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,MAINE,MENHADENS **,10896429,4943,2801787,Public,Commercial,Brevoortia ,161731,ACCSP
2020,ALABAMA,"SHRIMP, NORTHERN WHITE",11188824,5075,30017507,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2020,ALASKA,"CRAB, DUNGENESS",11761282,5335,21560422,Public,Commercial,Cancer magister,98675,AKFIN
2020,ALABAMA,"SHRIMP, NORTHERN BROWN",12112080,5494,25963106,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2020,NORTH CAROLINA,"CRAB, BLUE",13548739,6146,20681045,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,LOUISIANA,"SHRIMP, NORTHERN BROWN",14844082,6733,16396967,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2020,MASSACHUSETTS,"LOBSTER, AMERICAN",15711853,7127,78310476,Public,Commercial,Homarus americanus,97314,ACCSP
2020,WASHINGTON,"CRAB, DUNGENESS",18353021,8325,75877725,Public,Commercial,Cancer magister,98675,PACFIN
2020,OREGON,"CRAB, DUNGENESS",19892507,9023,72808543,Public,Commercial,Cancer magister,98675,PACFIN
2020,VIRGINIA,"CRAB, BLUE",20045074,9092,27936297,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,MARYLAND,"CRAB, BLUE",20732530,9404,41753133,Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,ALASKA,"HALIBUT, PACIFIC",21322988,9672,66053166,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2020,TEXAS,"SHRIMP, NORTHERN WHITE",21643195,9817,52996988,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2020,MASSACHUSETTS,"SCALLOP, SEA",31690151,14375,313946244,Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,TEXAS,"SHRIMP, NORTHERN BROWN",34349798,15581,81601980,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFIN
2020,LOUISIANA,"CRAB, BLUE",39805273,18056,63483718,Public,Commercial,Callinectes sapidus,98696,GULFFIN
2020,LOUISIANA,"SHRIMP, NORTHERN WHITE",54868786,24888,82403576,Public,Commercial,Litopenaeus setiferus,551680,GULFFIN
2020,NEW JERSEY,MENHADENS **,90583260,41088,59223150,Public,Commercial,Brevoortia ,161731,ACCSP
2020,MAINE,"LOBSTER, AMERICAN",97915188,44414,412644250,Public,Commercial,Homarus americanus,97314,ACCSP
2020,ALASKA,"SALMON, SOCKEYE",235211653,106691,260144573,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2020,VIRGINIA,MENHADENS **,273480005,124050,57126386,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2020,MISSISSIPPI,MENHADENS **,296364108,134430,38527335,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2020,ALASKA,"COD, PACIFIC",380338622,172520,166344712,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2020,LOUISIANA,MENHADENS **,611966497,277586,66441779,Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2020,ALASKA,"POLLOCK, WALLEYE ",3230472877,1465333,495276312,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2020,ALASKA,"COD, PACIFIC",,,,Public,Recreational,,164711,MRIP
2020,ALASKA,"HALIBUT, PACIFIC",,,,Public,Recreational,,172932,MRIP
2020,ALASKA,"SALMON, SOCKEYE",,,,Public,Recreational,,161979,MRIP
2020,CALIFORNIA,"COD, PACIFIC",,,,Confidential,Commercial,Gadus macrocephalus,164711,PACFIN
2020,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2020,DELAWARE,"SCALLOP, SEA",,,,Confidential,Commercial,Placopecten magellanicus,79718,ACCSP
2020,NEW HAMPSHIRE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2020,NEW HAMPSHIRE,"OYSTER, EASTERN",,,2880,Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,RHODE ISLAND,"CRAB, BLUE",,,,Confidential,Commercial,Callinectes sapidus,98696,ACCSP
2020,VIRGINIA,"LOBSTER, AMERICAN",,,,Confidential,Commercial,Homarus americanus,97314,ACCSP
2020,WASHINGTON,"OYSTER, EASTERN",,,,Confidential,Commercial,Crassostrea virginica,79872,PACFIN
2020,WASHINGTON,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2019,OREGON,"COD, PACIFIC",15,0,,Public,Recreational,,164711,MRIP
2019,CONNECTICUT,"CRAB, BLUE",600,0,1843,Public,Commercial,Callinectes sapidus,98696,ACCSP
2019,WASHINGTON,"COD, PACIFIC",1182,1,,Public,Recreational,,164711,MRIP
2019,OREGON,"SALMON, SOCKEYE",1543,1,4294,Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2019,VIRGINIA,"LOBSTER, AMERICAN",1840,1,14198,Public,Commercial,Homarus americanus,97314,ACCSP
2019,TEXAS,MENHADENS **,4153,2,7554,Public,Commercial,Brevoortia ,161731,GULFFIN
2019,CALIFORNIA,"HALIBUT, PACIFIC",10803,5,70107,Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2019,MARYLAND,"LOBSTER, AMERICAN",11831,5,86491,Public,Commercial,Homarus americanus,97314,ACCSP
2019,OREGON,"COD, PACIFIC",12346,6,6964,Public,Commercial,Gadus macrocephalus,164711,PACFIN
2019,GEORGIA,"OYSTER, EASTERN",17413,8,136026,Public,Commercial,Crassostrea virginica,79872,ACCSP
