,Entity,Code,Year,kg_per_yr_per_capita,Production_in_tons,Population (historical estimates),Life_Expectancy_years,continent,fish_and_seafood_kg_protein_per_capita,perc. total protein from fish,perc. animal protein from fish,percent_pop_10km_from_coast
230,Kiribati,KIR,2000,70.424805,35460.0,88840,63.14,Oceania,7.18500237,30.47880565,62.55938083,100.0
231,Kiribati,KIR,2010,70.05194,43130.0,108011,65.77,Oceania,7.636577085,30.79730605,64.91124362,0.0
232,Kuwait,KWT,1990,5.903488,4450.0,1674942,72.15,Asia,0.484823989,1.694383579,4.282315938,66.0
233,Kuwait,KWT,2000,10.540129,7350.0,1934910,73.14,Asia,1.049875634,2.870625337,5.732234272,66.0
234,Kuwait,KWT,2010,14.922572,6680.0,2943364,74.36,Asia,1.487835265,3.810700542,7.491126384,67.0
235,Kyrgyzstan,KGZ,2000,0.8734931,110.0,4935185,,Asia,0.098945686,0.329952346,0.792253584,0.0
236,Kyrgyzstan,KGZ,2010,2.0565665,380.0,5483781,,Asia,0.220141596,0.730889052,1.768115983,0.0
237,Laos,LAO,1990,6.493771,28000.0,4314442,,Asia,0.707476726,4.117032524,33.79073731,0.0
238,Laos,LAO,2000,13.949035,71320.0,5430862,,Asia,1.510037595,7.533875196,44.26751812,0.0
239,Laos,LAO,2010,17.975908,113000.0,6323425,,Asia,1.95862296,8.701923054,42.75590483,0.0
240,Latvia,LVA,2000,13.299202,136730.0,2392536,70.31,Europe,1.443240879,5.380984114,10.59760943,27.0
241,Latvia,LVA,2010,27.80986,165370.0,2101537,73.48,Europe,3.17047322,9.520174295,16.31165874,27.0
242,Lebanon,LBN,1990,0.41368172,1500.0,3593705,70.27,Asia,0.046670816,0.2112851,0.721868326,54.0
243,Lebanon,LBN,2000,5.48819,4070.0002,4320650,74.51,Asia,0.552038593,2.227859303,5.897810236,54.0
244,Lebanon,LBN,2010,10.519104,4580.0,4995799,78.36,Asia,0.984294661,3.541666411,9.72818259,54.0
245,Lesotho,LSO,1990,0.017765386,30.0,1799004,59.84,Africa,0.003242183,0.015278838,0.11037528,0.0
246,Lesotho,LSO,2000,0.6500446,40.0,1998632,47.69,Africa,0.071179887,0.308959839,2.389078511,0.0
247,Lesotho,LSO,2010,0.86836153,350.0,2022752,45.1,Africa,0.090043168,0.328601459,1.923076935,0.0
248,Liberia,LBR,1990,8.746095,6460.0,2209737,46.05,Africa,0.864949808,6.399383182,35.72453391,24.0
249,Liberia,LBR,2000,5.6936426,11540.0,2895229,51.73,Africa,0.572410922,4.007146515,25.32258133,24.0
250,Liberia,LBR,2010,4.8202443,11720.0,4019958,59.6,Africa,0.469877056,3.654850292,19.3877557,24.0
251,Libya,LBY,2010,20.612293,50110.0,6491991,72.04,Africa,2.097794795,7.465277408,20.2149085,35.0
252,Lithuania,LTU,2000,35.722046,80980.0,3599639,72.02,Europe,3.73492674,10.41646018,22.19645847,7.0
253,Lithuania,LTU,2010,33.64124,153040.0,3139021,73.27,Europe,3.692277585,9.259259208,15.83295068,7.0
254,Macao,MAC,1990,30.74349,2580.0,350240,,Asia,3.42156256,11.98580623,22.66965075,100.0
255,Macao,MAC,2000,34.257614,1500.0,431904,,Asia,3.537635845,14.02721355,23.94957855,100.0
256,Macao,MAC,2010,56.985,1500.0,557307,,Asia,5.264185855,16.29403319,25.59533904,100.0
257,Madagascar,MDG,1990,8.0744915,103670.0,11882763,51.0,Africa,0.865360031,4.855721417,17.01534251,12.0
258,Madagascar,MDG,2000,7.349931,127370.0,16216432,58.48,Africa,0.811550782,5.030755757,20.12302301,12.0
259,Madagascar,MDG,2010,5.5383825,135720.0,21731052,63.39,Africa,0.61107143,3.687030979,18.0862245,12.0
260,Malawi,MWI,1990,7.7836475,74100.0,9539669,46.1,Africa,0.838574068,4.441891237,48.94514628,0.0
261,Malawi,MWI,2000,4.8190002,50530.0,11229380,45.09,Africa,0.526208528,2.544936566,34.79318551,0.0
262,Malawi,MWI,2010,7.1423535,100930.0,14718426,55.56,Africa,0.775236786,3.169221824,38.18827713,0.0
263,Malaysia,MYS,1990,49.412903,1005500.0,17517060,70.86,Asia,5.17582775,22.29851249,41.61073891,31.0
264,Malaysia,MYS,2000,64.09217,1441020.0,22945152,72.59,Asia,6.82919964,24.51190108,44.82758548,32.0
265,Malaysia,MYS,2010,59.877983,1806730.0,28717728,74.49,Asia,6.324317405,23.14049579,41.18608459,32.0
266,Maldives,MDV,1990,88.90548,80230.0,224976,61.53,Asia,10.49209509,41.27377936,81.51374878,0.0
267,Maldives,MDV,2000,176.65958,119370.0,282520,70.17,Asia,19.4443895,56.26658519,81.68617582,0.0
268,Maldives,MDV,2010,172.9491,122800.0,361579,75.9,Asia,20.17267035,51.65074184,75.64422209,0.0
269,Mali,MLI,1990,8.128684,70550.0,8945030,45.75,Africa,0.87091774,4.047727157,15.27936243,0.0
270,Mali,MLI,2000,9.129732,109900.0,11239103,48.07,Africa,0.913064509,4.084674823,17.55285078,0.0
271,Mali,MLI,2010,7.6072674,102080.0,15529183,55.25,Africa,0.675593173,2.308994121,8.504007019,0.0
272,Malta,MLT,1990,15.83556,790.0,365396,76.79,Europe,1.502120416,4.373432705,8.719287728,100.0
273,Malta,MLT,2000,28.933197,2820.0,399212,78.35,Europe,2.902211506,7.21171715,13.89037746,100.0
274,Malta,MLT,2010,31.715813,4750.0,418758,81.4,Europe,3.059839895,7.785842018,14.54225305,100.0
275,Mauritania,MRT,1990,7.0828676,66000.0,2006035,59.69,Africa,0.788095225,2.88759978,7.246868261,14.0
276,Mauritania,MRT,2000,9.013209,114480.0,2695018,60.71,Africa,1.078269167,4.111313275,10.42183628,15.0
277,Mauritania,MRT,2010,8.695502,276240.0,3419462,62.53,Africa,1.010711645,3.495872021,9.468902656,15.0
278,Mauritius,MUS,1990,17.70499,14180.0,1090296,69.4,Africa,2.046873098,8.484759719,22.25211354,73.0
279,Mauritius,MUS,2000,22.717056,9700.0,1215930,71.66,Africa,2.4402075,8.844765487,21.07526953,74.0
280,Mauritius,MUS,2010,20.985626,7930.0,1283347,72.97,Africa,2.363946225,7.802249317,18.47946739,72.0
281,Mexico,MEX,1990,12.997854,1383480.0,81720424,70.87,North America,1.226422411,4.234700914,11.96998171,6.0
282,Mexico,MEX,2000,10.241634,1369670.0,97873448,74.34,North America,1.111774524,3.436302724,8.345449057,6.0
283,Mexico,MEX,2010,12.713904,1652740.0,112532400,75.06,North America,1.40623488,4.433037803,9.530975706,6.0
284,Moldova,MDA,2000,4.1344624,1740.0,4251571,67.01,Europe,0.454839129,1.948346011,5.805580218,0.0
285,Moldova,MDA,2010,12.775047,8840.0,3678186,69.62,Europe,1.317773881,4.623701598,11.30434766,0.0
286,Mongolia,MNG,1990,0.9093937,120.0,2161440,60.27,Asia,0.1180191,0.423616627,0.660066008,0.0
287,Mongolia,MNG,2000,0.22493379,430.0,2450988,62.87,Asia,0.028556812,0.105138661,0.159108995,0.0
288,Mongolia,MNG,2010,0.6240086,100.0,2702527,67.38,Asia,0.084492773,0.35937501,0.695074027,0.0
289,Morocco,MAR,1990,7.6824374,569350.0,24570816,64.73,Africa,0.865052409,2.736231764,16.46894537,21.0
290,Morocco,MAR,2000,8.144134,904640.0,28554420,68.68,Africa,0.895452493,3.019428098,16.05263194,22.0
291,Morocco,MAR,2010,14.316058,1136980.0,32464866,74.38,Africa,1.694515055,5.000000048,20.70190902,22.0
292,Mozambique,MOZ,1990,3.0290585,36430.0,13303461,45.26,Africa,0.342477383,2.976383293,28.04878101,16.0
293,Mozambique,MOZ,2000,1.9542663,41390.0,17768510,48.95,Africa,0.221500652,1.635255046,12.57995708,17.0
294,Mozambique,MOZ,2010,7.455184,163420.0,23073732,52.31,Africa,0.789168435,4.412988975,41.98019698,17.0
295,Myanmar,MMR,1990,15.924981,743820.0,40099556,56.85,Asia,1.506833041,9.506530716,54.20689652,9.0
296,Myanmar,MMR,2000,18.7052,1192110.0,45538340,60.06,Asia,1.747627519,9.001800374,44.91018115,8.0
297,Myanmar,MMR,2010,45.313576,2811850.0,49390988,63.52,Asia,5.52686285,17.5826796,45.26799465,8.0
298,Namibia,NAM,1990,10.552944,262450.0,1369016,61.61,Africa,0.90165147,4.254940402,14.01759559,4.0
299,Namibia,NAM,2000,13.64696,589890.0,1819148,52.19,Africa,1.462353155,5.909510944,14.73522623,5.0
300,Namibia,NAM,2010,12.728484,382500.0,2099275,56.66,Africa,1.33739942,6.130721238,16.73582353,5.0
301,Nepal,NPL,1990,0.74783415,14550.0,19616528,54.4,Asia,0.080876879,0.438356143,2.948402772,0.0
302,Nepal,NPL,2000,1.3027103,31720.0,24559504,62.29,Asia,0.141268552,0.727208224,4.999999858,0.0
303,Nepal,NPL,2010,1.9890602,49730.0,27161572,67.61,Asia,0.217802107,0.957396024,6.659267757,0.0
304,Netherlands,NLD,1990,10.690833,507240.0,14944550,76.88,Europe,1.061909684,3.116328861,4.702093529,26.0
305,Netherlands,NLD,2000,21.58673,571000.0,15899138,77.99,Europe,2.581479655,6.689941511,9.551394709,26.0
306,Netherlands,NLD,2010,24.43688,501360.0,16617121,80.7,Europe,2.751748761,7.008086255,10.49408505,26.0
307,New Caledonia,NCL,1990,23.689362,5380.0,177280,70.49,Oceania,2.57136806,10.00948107,17.34334572,98.0
308,New Caledonia,NCL,2000,24.218227,5150.0,221548,75.16,Oceania,2.155422455,8.237472288,15.37891932,98.0
309,New Caledonia,NCL,2010,25.717215,5020.0,261435,77.28,Oceania,2.439783589,8.310182616,13.78481284,98.0
310,New Zealand,NZL,1990,22.844114,380300.0,3397388,75.38,Oceania,2.183093105,6.069833197,9.355444048,63.0
311,New Zealand,NZL,2000,22.766134,639080.0,3855266,78.64,Oceania,2.28286768,7.328798842,13.35184744,65.0
312,New Zealand,NZL,2010,26.272211,546780.0,4346345,80.7,Oceania,2.62395361,8.375307487,15.34334774,65.0
313,Nicaragua,NIC,1990,0.3523515,3160.0,4227824,64.29,North America,0.035724525,0.219346358,0.84317034,6.0
314,Nicaragua,NIC,2000,3.06664,27810.0,5123223,69.53,North America,0.323440899,1.730171172,6.379928247,6.0
315,Nicaragua,NIC,2010,6.3951516,57950.0,5855736,72.43,North America,0.646178845,2.954356926,10.94038135,6.0
316,Niger,NER,1990,0.5465358,3350.0,8370650,43.54,Africa,0.064241113,0.313066387,1.529790549,0.0
317,Niger,NER,2000,1.1630458,16270.0,11622673,49.93,Africa,0.127698645,0.55689347,2.60563389,0.0
318,Niger,NER,2010,2.5911136,40070.0,16647545,57.33,Africa,0.281561073,0.934467472,7.528957127,0.0
319,Nigeria,NGA,1990,10.855725,316330.0,95214256,45.9,Africa,0.865043613,4.790905423,34.75699536,2.0
320,Nigeria,NGA,2000,6.661356,467100.0,122851984,46.27,Africa,0.744751585,3.49135693,30.22222121,2.0
321,Nigeria,NGA,2010,13.875536,817520.0,160952864,50.9,Africa,1.33713297,6.026243689,42.66055146,2.0
322,North Korea,PRK,1990,23.136253,533000.0,20799522,,Asia,3.00863514,11.31999979,53.09568263,23.0
323,North Korea,PRK,2000,9.481208,279550.0,23367064,,Asia,0.956135933,4.412975574,32.09580951,22.0
324,North Korea,PRK,2010,9.785218,281990.0,24686436,,Asia,0.961865082,4.708600182,27.46114025,22.0
325,North Macedonia,MKD,2000,4.2189074,1430.0,2037940,72.95,Europe,0.404269985,1.564055137,4.266873345,0.0
326,North Macedonia,MKD,2010,5.5817,1730.0,2093828,75.0,Europe,0.527651373,1.890756301,4.758757443,0.0
327,Norway,NOR,1990,44.692745,1753540.0,4241637,76.54,Europe,5.12627097,14.71974843,24.43478269,44.0
328,Norway,NOR,2000,49.838833,3190690.0,4491204,78.63,Europe,6.290064345,16.71030898,27.48006286,45.0
329,Norway,NOR,2010,54.17845,3699720.0,4889747,81.0,Europe,5.656811975,13.3787633,23.45380355,45.0
330,Oman,OMN,1990,22.668531,119780.0,1804528,67.18,Asia,1.8085677,7.710317038,17.51773039,49.0
331,Oman,OMN,2000,24.93979,120420.0,2344261,72.13,Asia,2.10332418,8.680946243,19.24398456,55.0
332,Oman,OMN,2010,28.944168,164050.0,2881915,75.68,Asia,2.73455372,8.670167204,17.24137919,55.0
333,Pakistan,PAK,1990,2.0213401,479080.0,115414072,60.1,Asia,0.217823459,1.059829038,3.569372417,3.0
334,Pakistan,PAK,2000,2.2268488,626550.0,154369920,62.82,Asia,0.238058512,1.151694563,3.267973703,3.0
335,Pakistan,PAK,2010,1.7346938,594570.0,194454496,65.26,Asia,0.195337579,0.97429859,2.581219299,3.0
336,Panama,PAN,1990,10.892196,133140.0,2449966,72.98,North America,1.196771125,5.861005134,11.88373758,42.0
337,Panama,PAN,2000,10.767729,228370.0,3001738,75.06,North America,1.393036735,6.212723642,11.20741197,46.0
338,Panama,PAN,2010,14.255831,188680.0,3623622,76.79,North America,1.93750614,7.340469995,14.29731931,46.0
339,Papua New Guinea,PNG,2010,15.627996,227670.0,7583269,62.03,Oceania,1.87560079,8.724832393,14.9299723,23.0
340,Paraguay,PRY,1990,3.235245,12550.0,4059198,68.54,South America,0.351584243,1.464501811,3.383597068,0.0
341,Paraguay,PRY,2000,5.742789,28100.0,5123817,70.55,South America,0.625024285,2.351928919,4.583566362,0.0
342,Paraguay,PRY,2010,4.1699414,20760.0,5768618,72.65,South America,0.454631955,1.905866917,5.289788619,0.0
343,Peru,PER,1990,26.982225,6874130.0,22109102,66.16,South America,2.36148649,12.90766252,34.18314261,26.0
344,Peru,PER,2000,20.728254,10663850.0,26654440,71.11,South America,2.01873689,9.054614919,29.2418783,26.0
345,Peru,PER,2010,22.29518,4390630.0,29229576,74.41,South America,2.145898437,7.894385531,18.56963518,26.0
346,Philippines,PHL,1990,35.865852,2209010.0,61558900,66.37,Asia,3.81638233,20.75509441,54.03016209,48.0
347,Philippines,PHL,2000,28.716755,2290010.0,77958224,68.79,Asia,3.10485571,16.14366658,40.37824973,47.0
348,Philippines,PHL,2010,33.31258,3244890.0,94636704,69.82,Asia,3.595177,16.90524752,41.50627461,47.0
349,Poland,POL,1990,10.343247,474690.0,38064252,70.89,Europe,1.412073858,3.894269507,7.369224875,3.0
350,Poland,POL,2000,9.571706,253480.0,38504432,73.75,Europe,1.62504862,4.56495092,9.355379062,3.0
351,Poland,POL,2010,11.688472,220470.0,38597356,76.25,Europe,2.102336052,5.656881115,10.76066849,3.0
352,Portugal,PRT,1990,58.944836,329650.0,10007347,73.97,Europe,5.40128168,15.06697546,28.97540222,39.0
353,Portugal,PRT,2000,53.587914,198430.0,10300632,76.31,Europe,4.94102325,12.32914102,21.06820174,40.0
354,Portugal,PRT,2010,57.16099,231270.0,10588401,79.03,Europe,5.610423395,13.56171605,22.21258142,38.0
355,Romania,ROU,1990,5.618802,127730.0,22836234,69.74,Europe,0.810632515,2.304832869,4.916176224,0.0
356,Romania,ROU,2000,2.6555252,17100.0,21919882,71.16,Europe,0.316875663,0.914076802,2.147006789,0.0
357,Romania,ROU,2010,6.826452,11670.0,20335212,73.46,Europe,0.670981106,1.66569254,3.560274723,0.0
358,Russia,RUS,2000,17.880028,4047660.0,146844848,,Europe,2.013677041,6.753119887,14.57233385,3.0
359,Russia,RUS,2010,22.619123,4190259.8,143242592,,Europe,2.762972255,7.701724362,14.7259613,3.0
360,Rwanda,RWA,1990,0.3844073,2510.0,7319970,33.41,Africa,0.043171899,0.266370685,3.797468298,0.0
361,Rwanda,RWA,2000,0.9006813,7000.0,8109994,48.65,Africa,0.098246729,0.606060565,7.580174789,0.0
362,Rwanda,RWA,2010,2.7558718,13100.0,10309032,63.43,Africa,0.316340974,1.464297447,13.56707323,0.0
363,Saint Kitts and Nevis,KNA,1990,26.487717,620.0,40663,,North America,3.047246665,11.99652204,20.93023135,100.0
364,Saint Kitts and Nevis,KNA,2000,35.22905,940.0,45492,,North America,3.771955625,13.75504728,22.15478095,100.0
365,Saint Kitts and Nevis,KNA,2010,41.242275,21760.0,47429,,North America,4.00469532,13.6749931,20.83169799,100.0
366,Saint Lucia,LCA,1990,18.065136,960.0,142315,,North America,2.070509001,8.033507157,14.58125611,100.0
367,Saint Lucia,LCA,2000,27.253767,2120.0,159513,,North America,2.88118298,9.299629452,14.99065561,100.0
368,Saint Lucia,LCA,2010,27.125475,1970.0,170950,,North America,2.916370294,9.722566586,16.56118058,100.0
369,Saint Vincent and the Grenadines,VCT,1990,14.235914,9020.0,112507,,North America,1.59422072,7.672849516,14.24100142,100.0
370,Saint Vincent and the Grenadines,VCT,2000,15.094876,22800.0,113832,,North America,1.707257935,7.310201201,14.34807813,100.0
371,Saint Vincent and the Grenadines,VCT,2010,18.295708,66370.0,109324,,North America,1.972370137,6.170332626,10.91380654,100.0
372,Samoa,WSM,1990,36.291782,1500.0,168202,66.28,Oceania,4.64069614,19.28560924,33.81443197,94.0
373,Samoa,WSM,2000,51.637848,8600.0,184022,68.75,Oceania,5.55021263,21.47173394,36.04598721,95.0
374,Samoa,WSM,2010,46.412582,12850.0,194686,71.66,Oceania,4.47053095,15.20578821,24.69658937,95.0
375,Sao Tome and Principe,STP,1990,37.67953,3870.0,120355,58.25,Africa,4.18339056,23.15851625,82.10306456,96.0
376,Sao Tome and Principe,STP,2000,25.637762,3700.0,143729,61.36,Africa,2.76391724,15.36197798,63.50365033,97.0
377,Sao Tome and Principe,STP,2010,26.828947,4840.0,182154,67.43,Africa,2.99367598,14.87988649,48.5380143,97.0
378,Saudi Arabia,SAU,1990,5.569153,42620.0,16004768,69.08,Asia,0.583951017,2.01891143,5.484207214,10.0
379,Saudi Arabia,SAU,2000,6.6005044,55080.0,21547398,72.56,Asia,0.641539111,2.296042857,6.03337581,11.0
380,Saudi Arabia,SAU,2010,10.491,91520.0,29411930,73.92,Asia,1.055402026,3.573473681,8.858603043,11.0
381,Senegal,SEN,1990,27.778658,315110.0,7536003,57.2,Africa,3.078884135,12.87279333,49.24330612,30.0
382,Senegal,SEN,2000,32.225334,435910.0,9704291,57.79,Africa,3.512723865,15.65030506,56.50357896,33.0
383,Senegal,SEN,2010,24.779015,409790.0,12530128,64.28,Africa,2.592538425,11.32989082,44.06779574,33.0
384,Seychelles,SYC,2010,59.44971,87110.0,92424,73.2,Africa,6.3897119,19.77973214,44.81976556,0.0
385,Sierra Leone,SLE,1990,12.534507,56560.0,4325390,38.56,Africa,1.333976231,9.697420553,57.84023627,23.0
386,Sierra Leone,SLE,2000,15.100279,74760.0,4584074,39.44,Africa,1.526239105,10.79254011,65.48797704,24.0
387,Sierra Leone,SLE,2010,30.461725,200080.0,6436699,49.38,Africa,3.107076005,16.73197342,70.81260262,25.0
388,Slovakia,SVK,2000,6.9044805,2250.0,5376700,,Europe,0.691299853,2.708512675,5.947136403,0.0
389,Slovakia,SVK,2010,8.001211,2310.0,5396428,,Europe,0.847988185,3.28425813,6.594656125,0.0
390,Slovenia,SVN,2000,6.6990566,3040.0,1984339,75.41,Europe,0.695478446,1.947719169,3.440159451,5.0
391,Slovenia,SVN,2010,11.142131,1710.0,2057294,79.42,Europe,1.122400003,3.149928436,5.544554405,5.0
392,Solomon Islands,SLB,1990,43.530094,40870.0,324184,64.36,Oceania,5.560793615,31.03921484,76.73291255,84.0
393,Solomon Islands,SLB,2000,30.52732,19200.0,429986,67.44,Oceania,3.742135855,20.70032948,75.29908523,85.0
394,Solomon Islands,SLB,2010,36.903194,37440.0,540402,70.67,Oceania,4.136831525,20.70319483,67.36353014,85.0
395,South Africa,ZAF,1990,9.208037,538200.0,39877568,63.31,Africa,1.017036,4.189789085,12.24655298,13.0
396,South Africa,ZAF,2000,5.8819737,646390.0,46813272,56.05,Africa,0.664356502,2.553077104,7.900207977,13.0
397,South Africa,ZAF,2010,5.8352947,631970.0,51784928,57.67,Africa,0.628134815,2.228769025,5.502846243,13.0
398,South Korea,KOR,1990,46.34193,2843270.0,44120040,,Asia,4.564650945,15.78365107,50.83135443,27.0
399,South Korea,KOR,2000,47.128094,2118410.0,46788588,,Asia,4.576613455,15.07739583,38.05547287,26.0
400,South Korea,KOR,2010,57.54124,2197520.0,48813036,,Asia,5.68687958,17.47495537,39.27840398,26.0
401,Spain,ESP,1990,35.193768,1321320.0,38889888,76.84,Europe,3.72963935,9.911745011,17.26643038,33.0
402,Spain,ESP,2000,41.804028,1365380.0,40741652,78.97,Europe,4.706018365,11.95233738,19.00874568,34.0
403,Spain,ESP,2010,42.887104,1227630.0,46572776,81.63,Europe,4.697947485,12.53137703,20.2717473,34.0
404,Sri Lanka,LKA,1990,15.2656555,183920.0,17204098,69.51,Asia,1.936956085,11.3406503,54.27394664,29.0
405,Sri Lanka,LKA,2000,22.42284,300470.0,18776374,71.33,Asia,2.872211426,15.18497037,58.11712464,28.0
406,Sri Lanka,LKA,2010,25.44936,397130.0,20668556,75.44,Asia,3.030738445,14.60344895,56.35395928,28.0
407,Suriname,SUR,1990,11.44779,6500.0,412767,67.44,South America,1.338829381,5.798005037,13.14023212,52.0
408,Suriname,SUR,2000,14.087672,21670.0,479011,67.82,South America,1.512353045,7.500882407,17.30456055,54.0
409,Suriname,SUR,2010,16.448757,35160.0,546085,70.46,South America,1.68657897,7.624680575,17.09677475,54.0
410,Sweden,SWE,1990,27.534077,260109.98,8548407,77.54,Europe,3.080763155,8.98337656,13.5989683,24.0
411,Sweden,SWE,2000,28.123037,343370.0,8871042,79.64,Europe,3.226948575,8.849735593,13.45919661,25.0
412,Sweden,SWE,2010,31.160923,222680.0,9381722,81.45,Europe,2.945637235,7.573198331,11.63327088,25.0
413,Switzerland,CHE,1990,14.140158,4230.0,6711685,77.24,Europe,1.281215518,3.75611831,6.038316575,0.0
414,Switzerland,CHE,2000,15.784642,2760.0,7182052,79.68,Europe,1.391183703,4.169850569,7.067530161,0.0
415,Switzerland,CHE,2010,18.129808,3360.0,7822444,82.25,Europe,1.593140685,4.699288814,7.421276757,0.0
416,Syria,SYR,2010,3.0508246,15250.0,22337558,,Asia,0.30718646,1.084545183,4.688332167,5.0
417,Taiwan,TWN,1990,41.021885,1444290.0,20586176,,Asia,3.93516209,13.1000718,28.73232071,42.0
418,Taiwan,TWN,2000,31.803406,1337740.0,22194740,,Asia,3.09505035,9.250673568,19.68792937,41.0
419,Taiwan,TWN,2010,30.598442,1163340.0,23083086,,Asia,2.713276155,9.165221753,18.71995903,41.0
420,Tajikistan,TJK,2000,0.06902916,250.0,6273001,61.97,Asia,0.007198755,0.040453071,0.240673871,0.0
421,Tajikistan,TJK,2010,0.3752743,1210.0,7621785,68.74,Asia,0.039650693,0.187202184,0.87025319,0.0
422,Tanzania,TZA,1990,15.734829,414040.0,26206024,50.21,Africa,1.664750765,8.507164961,41.87500099,9.0
423,Tanzania,TZA,2000,7.4530168,340150.0,34463704,50.8,Africa,0.954825181,5.077600797,29.94350376,9.0
424,Tanzania,TZA,2010,6.3506594,376920.0,45110532,58.58,Africa,0.760702778,3.746244778,22.0603524,9.0
425,Thailand,THA,1990,20.500788,2789950.0,55228408,70.25,Asia,2.31850482,12.71273337,33.47732157,7.0
426,Thailand,THA,2000,30.970531,3735280.0,63066604,70.62,Asia,3.416890925,16.01014365,40.78380817,9.0
427,Thailand,THA,2010,24.291208,3096740.0,68270488,74.18,Asia,3.337432615,15.44215366,38.43607619,8.0
428,Togo,TGO,1990,13.135002,15800.0,3875958,55.89,Africa,1.444703836,8.343634287,51.85659599,17.0
429,Togo,TGO,2000,9.762945,22300.0,5008043,53.49,Africa,1.04244949,5.762446651,41.4084514,18.0
430,Togo,TGO,2010,11.149811,27640.0,6571862,57.47,Africa,1.112831236,5.817639127,38.80596892,18.0
431,Trinidad and Tobago,TTO,1990,11.742161,12360.0,1266525,68.09,North America,1.331196245,6.084017048,15.9966133,68.0
432,Trinidad and Tobago,TTO,2000,12.554333,14260.0,1332203,69.41,North America,1.31320795,5.841446311,13.63144603,68.0
433,Trinidad and Tobago,TTO,2010,18.842329,13940.0,1410297,71.95,North America,1.965967745,7.237757881,14.24302801,68.0
434,Tunisia,TUN,1990,8.72292,89170.0,8440035,68.79,Africa,0.907665612,3.106936552,14.46188351,29.0
435,Tunisia,TUN,2000,9.916717,97110.0,9893326,73.17,Africa,1.022088148,3.247480666,12.23628775,30.0
436,Tunisia,TUN,2010,12.074731,98580.0,10895063,75.04,Africa,1.28619795,3.792017001,14.38246974,30.0
437,Turkey,TUR,1990,6.202193,384980.0,54324140,,Asia,0.685670349,1.7427387,7.311412258,6.0
438,Turkey,TUR,2000,7.9418855,582380.0,64113548,,Asia,0.855969749,2.272510308,9.101339323,6.0
439,Turkey,TUR,2010,6.768735,653650.0,73195352,,Asia,0.688879356,1.842206893,6.305711389,6.0
440,Turkmenistan,TKM,2000,2.1573427,12300.0,4569135,63.61,Asia,0.237307707,0.833228137,2.400000156,0.0
441,Turkmenistan,TKM,2010,3.7177377,15030.0,5267975,66.66,Asia,0.398280773,1.271949558,3.185790778,0.0
442,Uganda,UGA,1990,13.70963,245280.0,17586634,45.85,Africa,1.495745655,7.702399489,38.59155,0.0
443,Uganda,UGA,2000,7.6908784,220180.0,24020710,46.23,Africa,0.837355735,4.719334686,27.99013526,0.0
444,Uganda,UGA,2010,14.177721,508810.0,32341724,57.1,Africa,1.53708946,7.359383028,34.88372059,0.0
445,Ukraine,UKR,2000,12.936742,422810.0,48879752,67.68,Europe,1.45430454,5.085831535,12.78582978,0.0
446,Ukraine,UKR,2010,13.642466,232670.0,45683024,70.27,Europe,1.419578367,4.491260878,9.440389518,0.0
447,United Arab Emirates,ARE,1990,19.408113,95130.0,1900160,71.94,Asia,1.876798756,5.490713607,9.948510667,29.0
448,United Arab Emirates,ARE,2000,23.438686,105460.0,3275338,74.33,Asia,2.117704268,5.95204253,12.79804352,29.0
449,United Arab Emirates,ARE,2010,24.747444,79810.0,8481775,76.33,Asia,2.0751564,8.005678059,23.1907897,29.0
450,United Kingdom,GBR,1990,18.52923,817620.0,57210444,75.88,Europe,1.72559736,5.126251703,9.126138187,21.0
451,United Kingdom,GBR,2000,20.493225,914490.0,58850044,77.74,Europe,1.864501395,5.207585789,9.547077552,21.0
452,United Kingdom,GBR,2010,19.588516,823310.0,62760048,80.4,Europe,2.217781501,6.030150308,10.66945558,21.0
453,United States,USA,1990,22.487543,5871200.0,248083728,75.21,North America,1.81608451,4.529323832,7.084428693,12.0
454,United States,USA,2000,22.211346,5174470.0,282398560,76.64,North America,1.842866458,4.397437112,6.923715006,12.0
455,United States,USA,2010,21.463146,4808740.0,311182848,78.54,North America,1.86054078,4.604786021,7.197506371,12.0
456,Uruguay,URY,1990,5.0885286,90830.0,3117011,72.57,South America,0.466149165,1.714209273,2.976052229,44.0
457,Uruguay,URY,2000,7.847995,113410.0,3292227,74.73,South America,0.832109407,2.634339716,4.338644843,44.0
458,Uruguay,URY,2010,5.4402795,74240.0,3352653,76.75,South America,0.592419419,1.907228641,3.527874707,43.0
459,Uzbekistan,UZB,2000,0.39845046,8960.0,24925558,67.16,Asia,0.043630322,0.184814403,0.554785003,0.0
460,Uzbekistan,UZB,2010,0.5281805,10730.0,28614234,69.67,Asia,0.058199509,0.186176391,0.523731555,0.0
461,Vanuatu,VUT,1990,31.835388,41800.0,150900,64.72,Oceania,2.830310156,14.068575,36.39688976,94.0
462,Vanuatu,VUT,2000,31.117931,70500.0,192087,67.36,Oceania,3.283322095,15.27141867,38.32581006,94.0
463,Vanuatu,VUT,2010,31.97764,101330.0,245464,69.12,Oceania,3.389956845,14.70991302,37.4128574,94.0
464,Venezuela,VEN,1990,12.973703,336190.0,19750580,,South America,1.36443789,6.937488627,16.21153054,23.0
465,Venezuela,VEN,2000,15.3975525,372710.0,24427732,,South America,1.644820305,7.313118211,15.42935392,22.0
466,Venezuela,VEN,2010,10.488571,237080.0,28715026,,South America,0.990521232,3.610964569,7.197268087,22.0
